REGION,SUBREGION,ISO,COUNTRY,DS,ORGCD,Count
Africa,Sub-Saharan Africa,MDG,Madagascar,Ambovombe,UNICEF,6
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,FAO,12
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,IFAD,1
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,ILO,29
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,IOM,1
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UN,14
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNAIDS,4
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNDP,46
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNESCO,3
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNFPA,30
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNICEF,130
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,UNIDO,3
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,WFP,70
Africa,Sub-Saharan Africa,MDG,Madagascar,Antananarivo,WHO,28
Africa,Sub-Saharan Africa,MDG,Madagascar,Antsirabe,UNICEF,2
Africa,Sub-Saharan Africa,MDG,Madagascar,Antsiranana,UNICEF,1
Africa,Sub-Saharan Africa,MDG,Madagascar,Fenerive-Est,UNICEF,4
Africa,Sub-Saharan Africa,MDG,Madagascar,Fianarantsoa,UNICEF,6
Africa,Sub-Saharan Africa,MDG,Madagascar,Fort Dauphin,UNICEF,7
Africa,Sub-Saharan Africa,MDG,Madagascar,Mahajanga,UNICEF,5
Africa,Sub-Saharan Africa,MDG,Madagascar,Mananara,UNICEF,3
Africa,Sub-Saharan Africa,MDG,Madagascar,NA,UNDP,1
Africa,Sub-Saharan Africa,MDG,Madagascar,Nosy-Be,UNICEF,1
Africa,Sub-Saharan Africa,MDG,Madagascar,Sambava,ILO,6
Africa,Sub-Saharan Africa,MDG,Madagascar,Tamatave,WFP,2
Africa,Sub-Saharan Africa,MDG,Madagascar,Toamasina,UNICEF,2
Africa,Sub-Saharan Africa,MDG,Madagascar,Toliara,UNICEF,6
Africa,Sub-Saharan Africa,MDG,Madagascar,Toliara (Tulear),UNFPA,2
Africa,Sub-Saharan Africa,MDG,Madagascar,Toliara (Tulear),WFP,2
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,FAO,11
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,IFAD,1
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,ILO,10
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,IOM,47
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UN,940
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UN WOMEN,18
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNAIDS,6
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNDP,50
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNESCO,11
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNFPA,34
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNHCR,36
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNICEF,124
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNIDO,1
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNITAR,1
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,UNOPS,17
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,WFP,56
Africa,Sub-Saharan Africa,MLI,Mali,Bamako,WHO,25
Africa,Sub-Saharan Africa,MLI,Mali,Gao,IOM,4
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UN,222
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UN WOMEN,1
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UNFPA,1
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UNHCR,13
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UNICEF,14
Africa,Sub-Saharan Africa,MLI,Mali,Gao,UNOPS,7
Africa,Sub-Saharan Africa,MLI,Mali,Gao,WFP,8
Africa,Sub-Saharan Africa,MLI,Mali,Kayes,UNICEF,9
Africa,Sub-Saharan Africa,MLI,Mali,Kayes,WFP,3
Africa,Sub-Saharan Africa,MLI,Mali,Kidal,UN,104
Africa,Sub-Saharan Africa,MLI,Mali,Kidal,UNOPS,1
Africa,Sub-Saharan Africa,MLI,Mali,Menaka,UN,20
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,IOM,2
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,UN,136
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,UNFPA,1
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,UNHCR,2
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,UNICEF,19
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,UNOPS,2
Africa,Sub-Saharan Africa,MLI,Mali,Mopti,WFP,10
Africa,Sub-Saharan Africa,MLI,Mali,Sikasso,UNICEF,15
Africa,Sub-Saharan Africa,MLI,Mali,Tessalit,UN,21
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,IOM,3
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,UN,157
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,UNHCR,10
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,UNICEF,7
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,UNOPS,2
Africa,Sub-Saharan Africa,MLI,Mali,Tomboctou,WFP,10
Africa,Sub-Saharan Africa,MOZ,Mozambique,Beira,IOM,1
Africa,Sub-Saharan Africa,MOZ,Mozambique,Beira,UNFPA,3
Africa,Sub-Saharan Africa,MOZ,Mozambique,Beira,UNICEF,6
Africa,Sub-Saharan Africa,MOZ,Mozambique,Beira,WFP,6
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,FAO,16
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,IFAD,1
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,ILO,13
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,IOM,14
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UN,9
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UN WOMEN,7
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNAIDS,8
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNDP,38
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNESCO,9
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNFPA,39
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNHCR,7
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNICEF,128
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNIDO,3
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNOPS,1
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,UNU,4
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,WFP,34
Africa,Sub-Saharan Africa,MOZ,Mozambique,Maputo,WHO,36
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,UNHCR,8
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,UNICEF,9
Africa,Sub-Saharan Africa,MOZ,Mozambique,Nampula,WFP,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Quelimane,UNICEF,11
Africa,Sub-Saharan Africa,MOZ,Mozambique,Sofala,UNFPA,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Tete,WFP,2
Africa,Sub-Saharan Africa,MOZ,Mozambique,Xai Xai,WFP,2
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,UNHCR,36
Africa,Sub-Saharan Africa,MRT,Mauritania,Bassikounou,UNICEF,8
Africa,Sub-Saharan Africa,MRT,Mauritania,Kaedi,WFP,1
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouadhibou,UNHCR,3
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,FAO,5
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,ILO,25
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,IOM,12
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UN,15
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNAIDS,3
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNDP,28
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNFPA,18
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNHCR,27
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,UNICEF,54
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,WFP,30
Africa,Sub-Saharan Africa,MRT,Mauritania,Nouakchott,WHO,20
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UN,1
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UNDP,18
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,UNOPS,1
Africa,Sub-Saharan Africa,MUS,Mauritius,Port Louis,WHO,10
Africa,Sub-Saharan Africa,MWI,Malawi,Blantyre,WFP,8
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,FAO,13
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,ILO,10
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,IOM,2
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UN,5
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UN WOMEN,10
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNAIDS,5
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNDP,63
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNESCO,6
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNFPA,28
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNHCR,30
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,UNICEF,146
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,WFP,45
Africa,Sub-Saharan Africa,MWI,Malawi,Lilongwe,WHO,27
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,FAO,6
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,ICAO,5
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UN,4
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNAIDS,5
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNDP,17
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNESCO,9
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNFPA,12
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNHCR,1
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNICEF,29
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,UNOPS,1
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,WFP,4
Africa,Sub-Saharan Africa,NAM,Namibia,Windhoek,WHO,17
Africa,Sub-Saharan Africa,NER,Niger,Abala,UNHCR,9
Africa,Sub-Saharan Africa,NER,Niger,Agadez,IOM,12
Africa,Sub-Saharan Africa,NER,Niger,Agadez,UN,1
Africa,Sub-Saharan Africa,NER,Niger,Agadez,UNHCR,14
Africa,Sub-Saharan Africa,NER,Niger,Agadez,UNICEF,14
Africa,Sub-Saharan Africa,NER,Niger,Agadez,WFP,6
Africa,Sub-Saharan Africa,NER,Niger,Arlit,IOM,4
Africa,Sub-Saharan Africa,NER,Niger,Diffa,IOM,3
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UN,6
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UNHCR,33
Africa,Sub-Saharan Africa,NER,Niger,Diffa,UNICEF,13
Africa,Sub-Saharan Africa,NER,Niger,Diffa,WFP,21
Africa,Sub-Saharan Africa,NER,Niger,Diffa,WHO,2
Africa,Sub-Saharan Africa,NER,Niger,Maradi,UN,2
Africa,Sub-Saharan Africa,NER,Niger,Maradi,UNICEF,24
Africa,Sub-Saharan Africa,NER,Niger,Maradi,WFP,19
Africa,Sub-Saharan Africa,NER,Niger,Maradi,WHO,2
Africa,Sub-Saharan Africa,NER,Niger,Niamey,FAO,11
Africa,Sub-Saharan Africa,NER,Niger,Niamey,IFAD,1
Africa,Sub-Saharan Africa,NER,Niger,Niamey,ILO,3
Africa,Sub-Saharan Africa,NER,Niger,Niamey,IOM,50
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UN,44
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UN WOMEN,1
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNAIDS,4
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNDP,46
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNESCO,1
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNFPA,35
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNHCR,99
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNICEF,117
Africa,Sub-Saharan Africa,NER,Niger,Niamey,UNOPS,1
Africa,Sub-Saharan Africa,NER,Niger,Niamey,WFP,136
Africa,Sub-Saharan Africa,NER,Niger,Niamey,WHO,34
Africa,Sub-Saharan Africa,NER,Niger,Ouallam,UNHCR,4
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UN,2
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UNFPA,4
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,UNHCR,15
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,WFP,22
Africa,Sub-Saharan Africa,NER,Niger,Tahoua,WHO,1
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,UN,4
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,UNHCR,14
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,WFP,2
Africa,Sub-Saharan Africa,NER,Niger,Tillabery,WHO,1
Africa,Sub-Saharan Africa,NER,Niger,Zinder,IOM,2
Africa,Sub-Saharan Africa,NER,Niger,Zinder,UN,1
Africa,Sub-Saharan Africa,NER,Niger,Zinder,WFP,20
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,FAO,9
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,IFAD,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,ILO,24
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,IOM,35
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UN,38
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UN WOMEN,12
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNAIDS,14
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNDP,57
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNESCO,16
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNFPA,23
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNHCR,41
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNICEF,154
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,UNIDO,8
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WFP,97
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WHO,160
Africa,Sub-Saharan Africa,NGA,Nigeria,Abuja,WMO,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Adikpo,UNHCR,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Akure,UNICEF,16
Africa,Sub-Saharan Africa,NGA,Nigeria,Bama,UNHCR,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Banki,UNHCR,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Bauchi,UNICEF,36
Africa,Sub-Saharan Africa,NGA,Nigeria,Bauchi,WHO,30
Africa,Sub-Saharan Africa,NGA,Nigeria,Benin City(KokoOgheye),WHO,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,UNFPA,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,UNHCR,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Calabar,WHO,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UN,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UNFPA,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,UNHCR,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,WFP,43
Africa,Sub-Saharan Africa,NGA,Nigeria,Damaturu,WHO,8
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,UN,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,UNICEF,29
Africa,Sub-Saharan Africa,NGA,Nigeria,Enugu,WHO,22
Africa,Sub-Saharan Africa,NGA,Nigeria,Gwoza,UNHCR,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ibadan,WHO,29
Africa,Sub-Saharan Africa,NGA,Nigeria,Jos,WHO,7
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UN,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UNDP,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UNFPA,6
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,UNICEF,25
Africa,Sub-Saharan Africa,NGA,Nigeria,Kaduna,WHO,10
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,UNICEF,35
Africa,Sub-Saharan Africa,NGA,Nigeria,Kano,WHO,25
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,FAO,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,IOM,18
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UN,10
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UN WOMEN,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNAIDS,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNDP,8
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNFPA,14
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNHCR,3
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,UNICEF,13
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,WFP,3
Africa,Sub-Saharan Africa,NGA,Nigeria,Lagos,WHO,20
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,FAO,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,IOM,4
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UN,38
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNDP,10
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNFPA,5
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNHCR,33
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNICEF,69
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,UNOPS,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,WFP,98
Africa,Sub-Saharan Africa,NGA,Nigeria,Maiduguri,WHO,32
Africa,Sub-Saharan Africa,NGA,Nigeria,Minna,WHO,18
Africa,Sub-Saharan Africa,NGA,Nigeria,NA,UNDP,1
Africa,Sub-Saharan Africa,NGA,Nigeria,NA,WFP,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Ogoja,UNHCR,25
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,UNICEF,13
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,UNITAR,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Port Harcourt,WHO,13
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,UNDP,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,UNICEF,26
Africa,Sub-Saharan Africa,NGA,Nigeria,Sokoto,WHO,16
Africa,Sub-Saharan Africa,NGA,Nigeria,Umuahia,WHO,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UN,1
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UNFPA,2
Africa,Sub-Saharan Africa,NGA,Nigeria,Yola,UNHCR,7
Africa,Sub-Saharan Africa,RWA,Rwanda,Butare,UNHCR,15
Africa,Sub-Saharan Africa,RWA,Rwanda,Butare,WFP,7
Africa,Sub-Saharan Africa,RWA,Rwanda,Byumba,UNHCR,10
Africa,Sub-Saharan Africa,RWA,Rwanda,Cyangugu,UNHCR,2
Africa,Sub-Saharan Africa,RWA,Rwanda,Gisenyi,UNHCR,6
Africa,Sub-Saharan Africa,RWA,Rwanda,Karongi,UNHCR,5
Africa,Sub-Saharan Africa,RWA,Rwanda,Kibuye,UNHCR,15
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,FAO,7
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,IFAD,1
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,ILO,7
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,IOM,31
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UN,43
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UN WOMEN,7
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNAIDS,5
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNDP,44
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNFPA,23
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNHCR,59
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNICEF,83
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,UNIDO,1
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,WFP,78
Africa,Sub-Saharan Africa,RWA,Rwanda,Kigali,WHO,20
Africa,Sub-Saharan Africa,RWA,Rwanda,Kireche,UNHCR,19
Africa,Sub-Saharan Africa,RWA,Rwanda,NA,WFP,1
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,FAO,23
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ICAO,24
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,IFAD,15
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ILO,29
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,IOM,77
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,ITU,2
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UN,166
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UN WOMEN,26
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNAIDS,19
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNDP,79
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNESCO,54
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNFPA,57
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNHCR,80
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNICEF,202
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNIDO,3
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,UNOPS,6
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,WFP,134
Africa,Sub-Saharan Africa,SEN,Senegal,Dakar,WHO,33
Africa,Sub-Saharan Africa,SEN,Senegal,Kolda,UNICEF,10
Africa,Sub-Saharan Africa,SEN,Senegal,Ziguinchor,WFP,1
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,FAO,8
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,ILO,5
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,IOM,16
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UN,6
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UN WOMEN,5
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNAIDS,4
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNDP,50
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNFPA,22
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNICEF,100
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,UNIDO,2
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,WFP,34
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Freetown,WHO,52
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Kambia,IOM,3
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Kenema,UNICEF,8
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Kenema,WFP,2
Africa,Sub-Saharan Africa,SLE,Sierra Leone,Makeni,UNICEF,7
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UN,38
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNDP,1
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNHCR,6
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,UNICEF,17
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,WFP,9
Africa,Sub-Saharan Africa,SOM,Somalia,Baidoa,WHO,4
Africa,Sub-Saharan Africa,SOM,Somalia,Belet Weyne,UN,24
Africa,Sub-Saharan Africa,SOM,Somalia,Belet Weyne,WFP,1
Africa,Sub-Saharan Africa,SOM,Somalia,Berbera,WFP,8
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,IOM,5
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UN,4
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UNDP,1
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UNHCR,12
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,UNICEF,1
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,WFP,28
Africa,Sub-Saharan Africa,SOM,Somalia,Bosaso,WHO,2
Africa,Sub-Saharan Africa,SOM,Somalia,Burao,UNDP,1
Africa,Sub-Saharan Africa,SOM,Somalia,Burao,WFP,2
Africa,Sub-Saharan Africa,SOM,Somalia,Dhobley,UNHCR,6
Africa,Sub-Saharan Africa,SOM,Somalia,Dhuusamarreeb,UN,5
Africa,Sub-Saharan Africa,SOM,Somalia,Dhuusamarreeb,WFP,3
Africa,Sub-Saharan Africa,SOM,Somalia,Dollow,UNHCR,5
Africa,Sub-Saharan Africa,SOM,Somalia,Dollow,UNICEF,2
Africa,Sub-Saharan Africa,SOM,Somalia,Dollow,WFP,10
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UN,5
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UNDP,2
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,UNHCR,14
Africa,Sub-Saharan Africa,SOM,Somalia,Gaalkacyo,WFP,24
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,ILO,1
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,IOM,3
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,UN,31
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,UNDP,14
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,UNFPA,7
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,UNHCR,4
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,UNICEF,46
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,WFP,13
Africa,Sub-Saharan Africa,SOM,Somalia,Garoowe,WHO,5
