country,country_code,year_week,age_group,new_cases,population,source,rate_14_day_per_100k
Slovenia,SI,2020-12,<15yr,3,313706,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-13,<15yr,2,313706,"TESSy COVID-19, national weekly data",1.6
Slovenia,SI,2020-14,<15yr,3,313706,"TESSy COVID-19, national weekly data",1.6
Slovenia,SI,2020-15,<15yr,0,313706,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-16,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-17,<15yr,3,313706,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-18,<15yr,0,313706,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-19,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-20,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-21,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-22,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-23,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-24,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-25,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-26,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-27,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-28,<15yr,5,313706,"TESSy COVID-19, national weekly data",1.6
Slovenia,SI,2020-29,<15yr,3,313706,"TESSy COVID-19, national weekly data",2.6
Slovenia,SI,2020-30,<15yr,0,313706,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-31,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-32,<15yr,0,313706,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-33,<15yr,5,313706,"TESSy COVID-19, national weekly data",1.6
Slovenia,SI,2020-34,<15yr,0,313706,"TESSy COVID-19, national weekly data",1.6
Slovenia,SI,2020-35,<15yr,12,313706,"TESSy COVID-19, national weekly data",3.8
Slovenia,SI,2020-36,<15yr,21,313706,"TESSy COVID-19, national weekly data",10.5
Slovenia,SI,2020-37,<15yr,51,313706,"TESSy COVID-19, national weekly data",23.0
Slovenia,SI,2020-38,<15yr,31,313706,"TESSy COVID-19, national weekly data",26.1
Slovenia,SI,2020-39,<15yr,50,313706,"TESSy COVID-19, national weekly data",25.8
Slovenia,SI,2020-40,<15yr,54,313706,"TESSy COVID-19, national weekly data",33.2
Slovenia,SI,2020-41,<15yr,142,313706,"TESSy COVID-19, national weekly data",62.5
Slovenia,SI,2020-42,<15yr,320,313706,"TESSy COVID-19, national weekly data",147.3
Slovenia,SI,2020-43,<15yr,401,313706,"TESSy COVID-19, national weekly data",229.8
Slovenia,SI,2020-44,<15yr,261,313706,"TESSy COVID-19, national weekly data",211.0
Slovenia,SI,2020-45,<15yr,79,313706,"TESSy COVID-19, national weekly data",108.4
Slovenia,SI,2020-46,<15yr,103,313706,"TESSy COVID-19, national weekly data",58.0
Slovenia,SI,2020-47,<15yr,106,313706,"TESSy COVID-19, national weekly data",66.6
Slovenia,SI,2020-48,<15yr,130,313706,"TESSy COVID-19, national weekly data",75.2
Slovenia,SI,2020-49,<15yr,119,313706,"TESSy COVID-19, national weekly data",79.4
Slovenia,SI,2020-50,<15yr,155,313706,"TESSy COVID-19, national weekly data",87.3
Slovenia,SI,2020-51,<15yr,169,313706,"TESSy COVID-19, national weekly data",103.3
Slovenia,SI,2020-52,<15yr,181,313706,"TESSy COVID-19, national weekly data",111.6
Slovenia,SI,2020-53,<15yr,213,313706,"TESSy COVID-19, national weekly data",125.6
Slovenia,SI,2021-01,<15yr,304,313706,"TESSy COVID-19, national weekly data",164.8
Slovenia,SI,2021-02,<15yr,244,313706,"TESSy COVID-19, national weekly data",174.7
Slovenia,SI,2021-03,<15yr,290,313706,"TESSy COVID-19, national weekly data",170.2
Slovenia,SI,2021-04,<15yr,392,313706,"TESSy COVID-19, national weekly data",217.4
Slovenia,SI,2020-10,15-24yr,0,194795,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-11,15-24yr,21,194795,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-12,15-24yr,9,194795,"TESSy COVID-19, national weekly data",15.4
Slovenia,SI,2020-13,15-24yr,15,194795,"TESSy COVID-19, national weekly data",12.3
Slovenia,SI,2020-14,15-24yr,16,194795,"TESSy COVID-19, national weekly data",15.9
Slovenia,SI,2020-15,15-24yr,20,194795,"TESSy COVID-19, national weekly data",18.5
Slovenia,SI,2020-16,15-24yr,10,194795,"TESSy COVID-19, national weekly data",15.4
Slovenia,SI,2020-17,15-24yr,8,194795,"TESSy COVID-19, national weekly data",9.2
Slovenia,SI,2020-18,15-24yr,0,194795,"TESSy COVID-19, national weekly data",4.1
Slovenia,SI,2020-19,15-24yr,2,194795,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-20,15-24yr,1,194795,"TESSy COVID-19, national weekly data",1.5
Slovenia,SI,2020-21,15-24yr,1,194795,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-22,15-24yr,1,194795,"TESSy COVID-19, national weekly data",1.0
Slovenia,SI,2020-23,15-24yr,0,194795,"TESSy COVID-19, national weekly data",0.5
Slovenia,SI,2020-24,15-24yr,1,194795,"TESSy COVID-19, national weekly data",0.5
Slovenia,SI,2020-25,15-24yr,0,194795,"TESSy COVID-19, national weekly data",0.5
Slovenia,SI,2020-26,15-24yr,16,194795,"TESSy COVID-19, national weekly data",8.2
Slovenia,SI,2020-27,15-24yr,26,194795,"TESSy COVID-19, national weekly data",21.6
Slovenia,SI,2020-28,15-24yr,20,194795,"TESSy COVID-19, national weekly data",23.6
Slovenia,SI,2020-29,15-24yr,8,194795,"TESSy COVID-19, national weekly data",14.4
Slovenia,SI,2020-30,15-24yr,10,194795,"TESSy COVID-19, national weekly data",9.2
Slovenia,SI,2020-31,15-24yr,13,194795,"TESSy COVID-19, national weekly data",11.8
Slovenia,SI,2020-32,15-24yr,19,194795,"TESSy COVID-19, national weekly data",16.4
Slovenia,SI,2020-33,15-24yr,58,194795,"TESSy COVID-19, national weekly data",39.5
Slovenia,SI,2020-34,15-24yr,76,194795,"TESSy COVID-19, national weekly data",68.8
Slovenia,SI,2020-35,15-24yr,21,194795,"TESSy COVID-19, national weekly data",49.8
Slovenia,SI,2020-36,15-24yr,33,194795,"TESSy COVID-19, national weekly data",27.7
Slovenia,SI,2020-37,15-24yr,64,194795,"TESSy COVID-19, national weekly data",49.8
Slovenia,SI,2020-38,15-24yr,72,194795,"TESSy COVID-19, national weekly data",69.8
Slovenia,SI,2020-39,15-24yr,122,194795,"TESSy COVID-19, national weekly data",99.6
Slovenia,SI,2020-40,15-24yr,148,194795,"TESSy COVID-19, national weekly data",138.6
Slovenia,SI,2020-41,15-24yr,340,194795,"TESSy COVID-19, national weekly data",250.5
Slovenia,SI,2020-42,15-24yr,716,194795,"TESSy COVID-19, national weekly data",542.1
Slovenia,SI,2020-43,15-24yr,1226,194795,"TESSy COVID-19, national weekly data",996.9
Slovenia,SI,2020-44,15-24yr,959,194795,"TESSy COVID-19, national weekly data",1121.7
Slovenia,SI,2020-45,15-24yr,539,194795,"TESSy COVID-19, national weekly data",769.0
Slovenia,SI,2020-46,15-24yr,663,194795,"TESSy COVID-19, national weekly data",617.1
Slovenia,SI,2020-47,15-24yr,770,194795,"TESSy COVID-19, national weekly data",735.6
Slovenia,SI,2020-48,15-24yr,732,194795,"TESSy COVID-19, national weekly data",771.1
Slovenia,SI,2020-49,15-24yr,839,194795,"TESSy COVID-19, national weekly data",806.5
Slovenia,SI,2020-50,15-24yr,782,194795,"TESSy COVID-19, national weekly data",832.2
Slovenia,SI,2020-51,15-24yr,687,194795,"TESSy COVID-19, national weekly data",754.1
Slovenia,SI,2020-52,15-24yr,675,194795,"TESSy COVID-19, national weekly data",699.2
Slovenia,SI,2020-53,15-24yr,884,194795,"TESSy COVID-19, national weekly data",800.3
Slovenia,SI,2021-01,15-24yr,1384,194795,"TESSy COVID-19, national weekly data",1164.3
Slovenia,SI,2021-02,15-24yr,771,194795,"TESSy COVID-19, national weekly data",1106.3
Slovenia,SI,2021-03,15-24yr,667,194795,"TESSy COVID-19, national weekly data",738.2
Slovenia,SI,2021-04,15-24yr,750,194795,"TESSy COVID-19, national weekly data",727.4
Slovenia,SI,2020-10,25-49yr,9,710263,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-11,25-49yr,112,710263,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-12,25-49yr,76,710263,"TESSy COVID-19, national weekly data",26.5
Slovenia,SI,2020-13,25-49yr,78,710263,"TESSy COVID-19, national weekly data",21.7
Slovenia,SI,2020-14,25-49yr,75,710263,"TESSy COVID-19, national weekly data",21.5
Slovenia,SI,2020-15,25-49yr,73,710263,"TESSy COVID-19, national weekly data",20.8
Slovenia,SI,2020-16,25-49yr,42,710263,"TESSy COVID-19, national weekly data",16.2
Slovenia,SI,2020-17,25-49yr,24,710263,"TESSy COVID-19, national weekly data",9.3
Slovenia,SI,2020-18,25-49yr,9,710263,"TESSy COVID-19, national weekly data",4.6
Slovenia,SI,2020-19,25-49yr,9,710263,"TESSy COVID-19, national weekly data",2.5
Slovenia,SI,2020-20,25-49yr,2,710263,"TESSy COVID-19, national weekly data",1.5
Slovenia,SI,2020-21,25-49yr,1,710263,"TESSy COVID-19, national weekly data",0.4
Slovenia,SI,2020-22,25-49yr,2,710263,"TESSy COVID-19, national weekly data",0.4
Slovenia,SI,2020-23,25-49yr,8,710263,"TESSy COVID-19, national weekly data",1.4
Slovenia,SI,2020-24,25-49yr,5,710263,"TESSy COVID-19, national weekly data",1.8
Slovenia,SI,2020-25,25-49yr,15,710263,"TESSy COVID-19, national weekly data",2.8
Slovenia,SI,2020-26,25-49yr,28,710263,"TESSy COVID-19, national weekly data",6.1
Slovenia,SI,2020-27,25-49yr,72,710263,"TESSy COVID-19, national weekly data",14.1
Slovenia,SI,2020-28,25-49yr,68,710263,"TESSy COVID-19, national weekly data",19.7
Slovenia,SI,2020-29,25-49yr,44,710263,"TESSy COVID-19, national weekly data",15.8
Slovenia,SI,2020-30,25-49yr,49,710263,"TESSy COVID-19, national weekly data",13.1
Slovenia,SI,2020-31,25-49yr,41,710263,"TESSy COVID-19, national weekly data",12.7
Slovenia,SI,2020-32,25-49yr,29,710263,"TESSy COVID-19, national weekly data",9.9
Slovenia,SI,2020-33,25-49yr,68,710263,"TESSy COVID-19, national weekly data",13.7
Slovenia,SI,2020-34,25-49yr,98,710263,"TESSy COVID-19, national weekly data",23.4
Slovenia,SI,2020-35,25-49yr,111,710263,"TESSy COVID-19, national weekly data",29.4
Slovenia,SI,2020-36,25-49yr,171,710263,"TESSy COVID-19, national weekly data",39.7
Slovenia,SI,2020-37,25-49yr,266,710263,"TESSy COVID-19, national weekly data",61.5
Slovenia,SI,2020-38,25-49yr,352,710263,"TESSy COVID-19, national weekly data",87.0
Slovenia,SI,2020-39,25-49yr,442,710263,"TESSy COVID-19, national weekly data",111.8
Slovenia,SI,2020-40,25-49yr,562,710263,"TESSy COVID-19, national weekly data",141.4
Slovenia,SI,2020-41,25-49yr,1022,710263,"TESSy COVID-19, national weekly data",223.0
Slovenia,SI,2020-42,25-49yr,2244,710263,"TESSy COVID-19, national weekly data",459.8
Slovenia,SI,2020-43,25-49yr,5154,710263,"TESSy COVID-19, national weekly data",1041.6
Slovenia,SI,2020-44,25-49yr,6042,710263,"TESSy COVID-19, national weekly data",1576.3
Slovenia,SI,2020-45,25-49yr,4243,710263,"TESSy COVID-19, national weekly data",1448.1
Slovenia,SI,2020-46,25-49yr,4326,710263,"TESSy COVID-19, national weekly data",1206.5
Slovenia,SI,2020-47,25-49yr,4406,710263,"TESSy COVID-19, national weekly data",1229.4
Slovenia,SI,2020-48,25-49yr,4349,710263,"TESSy COVID-19, national weekly data",1232.6
Slovenia,SI,2020-49,25-49yr,4656,710263,"TESSy COVID-19, national weekly data",1267.8
Slovenia,SI,2020-50,25-49yr,4795,710263,"TESSy COVID-19, national weekly data",1330.6
Slovenia,SI,2020-51,25-49yr,4367,710263,"TESSy COVID-19, national weekly data",1289.9
Slovenia,SI,2020-52,25-49yr,4046,710263,"TESSy COVID-19, national weekly data",1184.5
Slovenia,SI,2020-53,25-49yr,4830,710263,"TESSy COVID-19, national weekly data",1249.7
Slovenia,SI,2021-01,25-49yr,6435,710263,"TESSy COVID-19, national weekly data",1586.0
Slovenia,SI,2021-02,25-49yr,4451,710263,"TESSy COVID-19, national weekly data",1532.7
Slovenia,SI,2021-03,25-49yr,4010,710263,"TESSy COVID-19, national weekly data",1191.2
Slovenia,SI,2021-04,25-49yr,3984,710263,"TESSy COVID-19, national weekly data",1125.5
Slovenia,SI,2020-10,50-64yr,8,449090,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-11,50-64yr,57,449090,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-12,50-64yr,56,449090,"TESSy COVID-19, national weekly data",25.2
Slovenia,SI,2020-13,50-64yr,94,449090,"TESSy COVID-19, national weekly data",33.4
Slovenia,SI,2020-14,50-64yr,58,449090,"TESSy COVID-19, national weekly data",33.8
Slovenia,SI,2020-15,50-64yr,42,449090,"TESSy COVID-19, national weekly data",22.3
Slovenia,SI,2020-16,50-64yr,22,449090,"TESSy COVID-19, national weekly data",14.3
Slovenia,SI,2020-17,50-64yr,9,449090,"TESSy COVID-19, national weekly data",6.9
Slovenia,SI,2020-18,50-64yr,10,449090,"TESSy COVID-19, national weekly data",4.2
Slovenia,SI,2020-19,50-64yr,1,449090,"TESSy COVID-19, national weekly data",2.4
Slovenia,SI,2020-20,50-64yr,2,449090,"TESSy COVID-19, national weekly data",0.7
Slovenia,SI,2020-21,50-64yr,0,449090,"TESSy COVID-19, national weekly data",0.4
Slovenia,SI,2020-22,50-64yr,0,449090,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-23,50-64yr,1,449090,"TESSy COVID-19, national weekly data",0.2
Slovenia,SI,2020-24,50-64yr,4,449090,"TESSy COVID-19, national weekly data",1.1
Slovenia,SI,2020-25,50-64yr,7,449090,"TESSy COVID-19, national weekly data",2.4
Slovenia,SI,2020-26,50-64yr,13,449090,"TESSy COVID-19, national weekly data",4.5
Slovenia,SI,2020-27,50-64yr,21,449090,"TESSy COVID-19, national weekly data",7.6
Slovenia,SI,2020-28,50-64yr,28,449090,"TESSy COVID-19, national weekly data",10.9
Slovenia,SI,2020-29,50-64yr,27,449090,"TESSy COVID-19, national weekly data",12.2
Slovenia,SI,2020-30,50-64yr,27,449090,"TESSy COVID-19, national weekly data",12.0
Slovenia,SI,2020-31,50-64yr,27,449090,"TESSy COVID-19, national weekly data",12.0
Slovenia,SI,2020-32,50-64yr,12,449090,"TESSy COVID-19, national weekly data",8.7
Slovenia,SI,2020-33,50-64yr,29,449090,"TESSy COVID-19, national weekly data",9.1
Slovenia,SI,2020-34,50-64yr,35,449090,"TESSy COVID-19, national weekly data",14.3
Slovenia,SI,2020-35,50-64yr,42,449090,"TESSy COVID-19, national weekly data",17.1
Slovenia,SI,2020-36,50-64yr,53,449090,"TESSy COVID-19, national weekly data",21.2
Slovenia,SI,2020-37,50-64yr,114,449090,"TESSy COVID-19, national weekly data",37.2
Slovenia,SI,2020-38,50-64yr,167,449090,"TESSy COVID-19, national weekly data",62.6
Slovenia,SI,2020-39,50-64yr,206,449090,"TESSy COVID-19, national weekly data",83.1
Slovenia,SI,2020-40,50-64yr,263,449090,"TESSy COVID-19, national weekly data",104.4
Slovenia,SI,2020-41,50-64yr,459,449090,"TESSy COVID-19, national weekly data",160.8
Slovenia,SI,2020-42,50-64yr,1026,449090,"TESSy COVID-19, national weekly data",330.7
Slovenia,SI,2020-43,50-64yr,2298,449090,"TESSy COVID-19, national weekly data",740.2
Slovenia,SI,2020-44,50-64yr,2961,449090,"TESSy COVID-19, national weekly data",1171.0
Slovenia,SI,2020-45,50-64yr,2412,449090,"TESSy COVID-19, national weekly data",1196.4
Slovenia,SI,2020-46,50-64yr,2470,449090,"TESSy COVID-19, national weekly data",1087.1
Slovenia,SI,2020-47,50-64yr,2447,449090,"TESSy COVID-19, national weekly data",1094.9
Slovenia,SI,2020-48,50-64yr,2453,449090,"TESSy COVID-19, national weekly data",1091.1
Slovenia,SI,2020-49,50-64yr,2386,449090,"TESSy COVID-19, national weekly data",1077.5
Slovenia,SI,2020-50,50-64yr,2554,449090,"TESSy COVID-19, national weekly data",1100.0
Slovenia,SI,2020-51,50-64yr,2375,449090,"TESSy COVID-19, national weekly data",1097.6
Slovenia,SI,2020-52,50-64yr,2365,449090,"TESSy COVID-19, national weekly data",1055.5
Slovenia,SI,2020-53,50-64yr,2631,449090,"TESSy COVID-19, national weekly data",1112.5
Slovenia,SI,2021-01,50-64yr,3304,449090,"TESSy COVID-19, national weekly data",1321.6
Slovenia,SI,2021-02,50-64yr,2400,449090,"TESSy COVID-19, national weekly data",1270.1
Slovenia,SI,2021-03,50-64yr,2149,449090,"TESSy COVID-19, national weekly data",1012.9
Slovenia,SI,2021-04,50-64yr,2196,449090,"TESSy COVID-19, national weekly data",967.5
Slovenia,SI,2020-10,65-79yr,3,302021,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-11,65-79yr,13,302021,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-12,65-79yr,22,302021,"TESSy COVID-19, national weekly data",11.6
Slovenia,SI,2020-13,65-79yr,70,302021,"TESSy COVID-19, national weekly data",30.5
Slovenia,SI,2020-14,65-79yr,35,302021,"TESSy COVID-19, national weekly data",34.8
Slovenia,SI,2020-15,65-79yr,17,302021,"TESSy COVID-19, national weekly data",17.2
Slovenia,SI,2020-16,65-79yr,17,302021,"TESSy COVID-19, national weekly data",11.3
Slovenia,SI,2020-17,65-79yr,12,302021,"TESSy COVID-19, national weekly data",9.6
Slovenia,SI,2020-18,65-79yr,6,302021,"TESSy COVID-19, national weekly data",6.0
Slovenia,SI,2020-19,65-79yr,1,302021,"TESSy COVID-19, national weekly data",2.3
Slovenia,SI,2020-20,65-79yr,1,302021,"TESSy COVID-19, national weekly data",0.7
Slovenia,SI,2020-21,65-79yr,0,302021,"TESSy COVID-19, national weekly data",0.3
Slovenia,SI,2020-22,65-79yr,0,302021,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-23,65-79yr,0,302021,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-24,65-79yr,0,302021,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-25,65-79yr,1,302021,"TESSy COVID-19, national weekly data",0.3
Slovenia,SI,2020-26,65-79yr,0,302021,"TESSy COVID-19, national weekly data",0.3
Slovenia,SI,2020-27,65-79yr,5,302021,"TESSy COVID-19, national weekly data",1.7
Slovenia,SI,2020-28,65-79yr,8,302021,"TESSy COVID-19, national weekly data",4.3
Slovenia,SI,2020-29,65-79yr,13,302021,"TESSy COVID-19, national weekly data",7.0
Slovenia,SI,2020-30,65-79yr,19,302021,"TESSy COVID-19, national weekly data",10.6
Slovenia,SI,2020-31,65-79yr,6,302021,"TESSy COVID-19, national weekly data",8.3
Slovenia,SI,2020-32,65-79yr,8,302021,"TESSy COVID-19, national weekly data",4.6
Slovenia,SI,2020-33,65-79yr,10,302021,"TESSy COVID-19, national weekly data",6.0
Slovenia,SI,2020-34,65-79yr,17,302021,"TESSy COVID-19, national weekly data",8.9
Slovenia,SI,2020-35,65-79yr,25,302021,"TESSy COVID-19, national weekly data",13.9
Slovenia,SI,2020-36,65-79yr,20,302021,"TESSy COVID-19, national weekly data",14.9
Slovenia,SI,2020-37,65-79yr,34,302021,"TESSy COVID-19, national weekly data",17.9
Slovenia,SI,2020-38,65-79yr,53,302021,"TESSy COVID-19, national weekly data",28.8
Slovenia,SI,2020-39,65-79yr,68,302021,"TESSy COVID-19, national weekly data",40.1
Slovenia,SI,2020-40,65-79yr,110,302021,"TESSy COVID-19, national weekly data",58.9
Slovenia,SI,2020-41,65-79yr,172,302021,"TESSy COVID-19, national weekly data",93.4
Slovenia,SI,2020-42,65-79yr,341,302021,"TESSy COVID-19, national weekly data",169.9
Slovenia,SI,2020-43,65-79yr,816,302021,"TESSy COVID-19, national weekly data",383.1
Slovenia,SI,2020-44,65-79yr,1132,302021,"TESSy COVID-19, national weekly data",645.0
Slovenia,SI,2020-45,65-79yr,1166,302021,"TESSy COVID-19, national weekly data",760.9
Slovenia,SI,2020-46,65-79yr,1162,302021,"TESSy COVID-19, national weekly data",770.8
Slovenia,SI,2020-47,65-79yr,1176,302021,"TESSy COVID-19, national weekly data",774.1
Slovenia,SI,2020-48,65-79yr,1115,302021,"TESSy COVID-19, national weekly data",758.6
Slovenia,SI,2020-49,65-79yr,1137,302021,"TESSy COVID-19, national weekly data",745.6
Slovenia,SI,2020-50,65-79yr,1166,302021,"TESSy COVID-19, national weekly data",762.5
Slovenia,SI,2020-51,65-79yr,1074,302021,"TESSy COVID-19, national weekly data",741.7
Slovenia,SI,2020-52,65-79yr,1087,302021,"TESSy COVID-19, national weekly data",715.5
Slovenia,SI,2020-53,65-79yr,1315,302021,"TESSy COVID-19, national weekly data",795.3
Slovenia,SI,2021-01,65-79yr,1614,302021,"TESSy COVID-19, national weekly data",969.8
Slovenia,SI,2021-02,65-79yr,1196,302021,"TESSy COVID-19, national weekly data",930.4
Slovenia,SI,2021-03,65-79yr,1097,302021,"TESSy COVID-19, national weekly data",759.2
Slovenia,SI,2021-04,65-79yr,923,302021,"TESSy COVID-19, national weekly data",668.8
Slovenia,SI,2020-10,80+yr,0,111033,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-11,80+yr,10,111033,"TESSy COVID-19, national weekly data",
Slovenia,SI,2020-12,80+yr,26,111033,"TESSy COVID-19, national weekly data",32.4
Slovenia,SI,2020-13,80+yr,56,111033,"TESSy COVID-19, national weekly data",73.9
Slovenia,SI,2020-14,80+yr,77,111033,"TESSy COVID-19, national weekly data",119.8
Slovenia,SI,2020-15,80+yr,38,111033,"TESSy COVID-19, national weekly data",103.6
Slovenia,SI,2020-16,80+yr,31,111033,"TESSy COVID-19, national weekly data",62.1
Slovenia,SI,2020-17,80+yr,11,111033,"TESSy COVID-19, national weekly data",37.8
Slovenia,SI,2020-18,80+yr,10,111033,"TESSy COVID-19, national weekly data",18.9
Slovenia,SI,2020-19,80+yr,5,111033,"TESSy COVID-19, national weekly data",13.5
Slovenia,SI,2020-20,80+yr,0,111033,"TESSy COVID-19, national weekly data",4.5
Slovenia,SI,2020-21,80+yr,1,111033,"TESSy COVID-19, national weekly data",0.9
Slovenia,SI,2020-22,80+yr,0,111033,"TESSy COVID-19, national weekly data",0.9
Slovenia,SI,2020-23,80+yr,0,111033,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-24,80+yr,0,111033,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-25,80+yr,0,111033,"TESSy COVID-19, national weekly data",0.0
Slovenia,SI,2020-26,80+yr,1,111033,"TESSy COVID-19, national weekly data",0.9
Slovenia,SI,2020-27,80+yr,7,111033,"TESSy COVID-19, national weekly data",7.2
Slovenia,SI,2020-28,80+yr,5,111033,"TESSy COVID-19, national weekly data",10.8
Slovenia,SI,2020-29,80+yr,9,111033,"TESSy COVID-19, national weekly data",12.6
Slovenia,SI,2020-30,80+yr,27,111033,"TESSy COVID-19, national weekly data",32.4
Slovenia,SI,2020-31,80+yr,5,111033,"TESSy COVID-19, national weekly data",28.8
Slovenia,SI,2020-32,80+yr,4,111033,"TESSy COVID-19, national weekly data",8.1
Slovenia,SI,2020-33,80+yr,4,111033,"TESSy COVID-19, national weekly data",7.2
Slovenia,SI,2020-34,80+yr,5,111033,"TESSy COVID-19, national weekly data",8.1
Slovenia,SI,2020-35,80+yr,7,111033,"TESSy COVID-19, national weekly data",10.8
Slovenia,SI,2020-36,80+yr,9,111033,"TESSy COVID-19, national weekly data",14.4
Slovenia,SI,2020-37,80+yr,30,111033,"TESSy COVID-19, national weekly data",35.1
Slovenia,SI,2020-38,80+yr,46,111033,"TESSy COVID-19, national weekly data",68.4
Slovenia,SI,2020-39,80+yr,31,111033,"TESSy COVID-19, national weekly data",69.3
Slovenia,SI,2020-40,80+yr,49,111033,"TESSy COVID-19, national weekly data",72.1
Slovenia,SI,2020-41,80+yr,123,111033,"TESSy COVID-19, national weekly data",154.9
Slovenia,SI,2020-42,80+yr,205,111033,"TESSy COVID-19, national weekly data",295.4
Slovenia,SI,2020-43,80+yr,532,111033,"TESSy COVID-19, national weekly data",663.8
Slovenia,SI,2020-44,80+yr,751,111033,"TESSy COVID-19, national weekly data",1155.5
Slovenia,SI,2020-45,80+yr,998,111033,"TESSy COVID-19, national weekly data",1575.2
Slovenia,SI,2020-46,80+yr,1203,111033,"TESSy COVID-19, national weekly data",1982.3
Slovenia,SI,2020-47,80+yr,1310,111033,"TESSy COVID-19, national weekly data",2263.3
Slovenia,SI,2020-48,80+yr,1295,111033,"TESSy COVID-19, national weekly data",2346.1
Slovenia,SI,2020-49,80+yr,1322,111033,"TESSy COVID-19, national weekly data",2357.0
Slovenia,SI,2020-50,80+yr,1004,111033,"TESSy COVID-19, national weekly data",2094.9
Slovenia,SI,2020-51,80+yr,847,111033,"TESSy COVID-19, national weekly data",1667.1
Slovenia,SI,2020-52,80+yr,755,111033,"TESSy COVID-19, national weekly data",1442.8
Slovenia,SI,2020-53,80+yr,673,111033,"TESSy COVID-19, national weekly data",1286.1
Slovenia,SI,2021-01,80+yr,801,111033,"TESSy COVID-19, national weekly data",1327.5
Slovenia,SI,2021-02,80+yr,660,111033,"TESSy COVID-19, national weekly data",1315.8
Slovenia,SI,2021-03,80+yr,474,111033,"TESSy COVID-19, national weekly data",1021.3
Slovenia,SI,2021-04,80+yr,372,111033,"TESSy COVID-19, national weekly data",761.9
Spain,ES,2020-05,<15yr,7,6930117,"TESSy COVID-19, national weekly data",
Spain,ES,2020-06,<15yr,0,6930117,"TESSy COVID-19, national weekly data",
Spain,ES,2020-07,<15yr,0,6930117,"TESSy COVID-19, national weekly data",0.0
Spain,ES,2020-08,<15yr,6,6930117,"TESSy COVID-19, national weekly data",0.1
Spain,ES,2020-09,<15yr,20,6930117,"TESSy COVID-19, national weekly data",0.4
Spain,ES,2020-10,<15yr,106,6930117,"TESSy COVID-19, national weekly data",1.8
Spain,ES,2020-11,<15yr,190,6930117,"TESSy COVID-19, national weekly data",4.3
Spain,ES,2020-12,<15yr,217,6930117,"TESSy COVID-19, national weekly data",5.9
Spain,ES,2020-13,<15yr,181,6930117,"TESSy COVID-19, national weekly data",5.7
Spain,ES,2020-14,<15yr,132,6930117,"TESSy COVID-19, national weekly data",4.5
Spain,ES,2020-15,<15yr,107,6930117,"TESSy COVID-19, national weekly data",3.4
Spain,ES,2020-16,<15yr,98,6930117,"TESSy COVID-19, national weekly data",3.0
Spain,ES,2020-17,<15yr,79,6930117,"TESSy COVID-19, national weekly data",2.6
Spain,ES,2020-18,<15yr,91,6930117,"TESSy COVID-19, national weekly data",2.5
Spain,ES,2020-19,<15yr,62,6930117,"TESSy COVID-19, national weekly data",2.2
Spain,ES,2020-20,<15yr,164,6930117,"TESSy COVID-19, national weekly data",3.3
Spain,ES,2020-21,<15yr,156,6930117,"TESSy COVID-19, national weekly data",4.6
Spain,ES,2020-22,<15yr,167,6930117,"TESSy COVID-19, national weekly data",4.7
Spain,ES,2020-23,<15yr,167,6930117,"TESSy COVID-19, national weekly data",4.8
